"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"5198","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Dart;JavaScript;Nim;Python;TypeScript","Cloud Firestore;Firebase Realtime Database;MongoDB;PostgreSQL;Supabase","Amazon Web Services (AWS);Digital Ocean;Firebase;Fly.io;Microsoft Azure","Next.js;Node.js;React;Remix;Svelte;Vue.js;WordPress","Legal Services","Bing AI;ChatGPT;Google Bard AI;Phind;You.com","GitHub Copilot;Synk Code;Tabnine","Employed"
"5199","Durban Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL","MongoDB;MySQL","Heroku;Netlify;Vercel","jQuery;NestJS;Next.js;Node.js;React;Vue.js;WordPress","Legal Services","ChatGPT","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed"
"5200","Port Elizabeth Campus","Data Science","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Elixir;JavaScript;Lisp;Python;TypeScript","Neo4J;PostgreSQL;Redis;Supabase","Amazon Web Services (AWS);Fly.io;Heroku;Hetzner;Linode, now Akamai;Netlify;Render;Vercel","Deno;Flask;Next.js;Node.js;Phoenix;React","Legal Services","ChatGPT;Google Bard AI","AWS CodeWhisperer;Synk Code","Employed"
"5201","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL","MariaDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Digital Ocean;Vultr","jQuery;Symfony;WordPress","Financial Services","Phind","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed"
"5202","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;Go;Objective-C;Python;SQL;Swift","Clickhouse;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean","Flask;Node.js","Oil & Gas","ChatGPT;WolframAlpha","Adrenaline;Tabnine","Independent contractor"
"5203","Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java","MySQL;Oracle","Heroku","Angular;Spring Boot","Advertising Services","Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Mintlify","Employed"
"5204","Pretoria Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Java;Python","MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare","WordPress","Other","ChatGPT","Tabnine;Whispr AI","Independent contractor"
"5205","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Clojure;Objective-C","H2","Amazon Web Services (AWS)","React","Healthcare","ChatGPT;WolframAlpha","Rubber Duck.AI;Tabnine","Employed"
"5206","Cape Town Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;Python;TypeScript","Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Vercel","Express;FastAPI;Fastify;Flask;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT;Quora Poe","AWS CodeWhisperer;Codeium;Tabnine","Employed"
"5207","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;SQL","MongoDB;PostgreSQL","Linode, now Akamai","Angular;ASP.NET CORE;Blazor","Legal Services","ChatGPT;WolframAlpha;You.com","GitHub Copilot;Mintlify;Replit Ghostwriter","Employed"
"5208","Durban Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Dart;Go;PowerShell","Cockroachdb;MongoDB;SQLite","Heroku","ASP.NET CORE","Retail and Consumer Services","Bing AI;ChatGPT","GitHub Copilot;Synk Code","Employed"
"5209","Durban Campus","IT","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS","Cosmos DB;Microsoft SQL Server;MongoDB","Microsoft Azure","ASP.NET CORE;Blazor","Oil & Gas","Bing AI;ChatGPT","Favorable","Employed"
"5210","Cape Town Campus","Data Science","I am a developer by profession","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript","Dynamodb;Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare","Express;NestJS;Node.js;Ruby on Rails;Symfony;Vue.js","Other","ChatGPT;Phind","Adrenaline;GitHub Copilot;Tabnine","Employed"
"5211","Cape Town Campus","Computer Science","I am a developer by profession","Academic researcher","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Julia;PowerShell;Python","Elasticsearch;InfluxDB;MongoDB","Amazon Web Services (AWS)","Flask","Other","Bing AI;ChatGPT;Google Bard AI","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed"
"5212","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","Clickhouse;Cosmos DB;Couch DB;Dynamodb;MongoDB;MySQL","Amazon Web Services (AWS);Cloudflare;Microsoft Azure;Vercel","Angular;Express;NestJS;Node.js;React","Insurance","Bing AI;ChatGPT;Google Bard AI","Synk Code;Tabnine;Whispr AI","Employed"
"5213","Cape Town Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;TypeScript","Microsoft SQL Server;PostgreSQL","Vercel","Express;Next.js;React;Vue.js","Other","Phind","Synk Code;Tabnine","Employed"
"5214","Port Elizabeth Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Data or business analyst","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;VBA","PostgreSQL","Heroku;Render","Django","Retail and Consumer Services","ChatGPT;Google Bard AI","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Independent contractor"
"5215","Nelspruit Campus","Data Science","I used to be a developer by profession, but no longer am","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;SQL","Cloud Firestore;Firebase Realtime Database;Microsoft Access;Microsoft SQL Server;MySQL;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;OVH","Angular;AngularJS;ASP.NET;ASP.NET CORE;Laravel;Node.js","Legal Services","Bing AI;ChatGPT","Adrenaline","Independent contractor"
"5216","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PHP;SQL","MySQL","Google Cloud","CodeIgniter;Laravel;Node.js;Vue.js","Higher Education","ChatGPT","Whispr AI","Employed"
"5217","Cape Town Campus","Computer Science","I am a developer by profession","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;TypeScript","MongoDB;PostgreSQL","Microsoft Azure","Angular;Symfony","Oil & Gas","ChatGPT","GitHub Copilot;Replit Ghostwriter","Student"
"5218","Durban Campus","Data Science","I am a developer by profession","Developer, embedded applications or devices","Some college/university study without earning a degree","Go;TypeScript","Redis","Cloudflare;OVH;Scaleway","Node.js;React;Svelte","Insurance","ChatGPT","Whispr AI","Employed"
"5219","Pretoria Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL","MariaDB;MySQL","Amazon Web Services (AWS)","jQuery;Laravel","Higher Education","Bing AI;ChatGPT","GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed"
"5220","Pretoria Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;SQL","Elasticsearch;MySQL;Redis","Amazon Web Services (AWS)","AngularJS;React;Spring Boot","Wholesale","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Employed"
"5221","Durban Campus","IT","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Dart;HTML/CSS;PowerShell;SQL;TypeScript","Cosmos DB;Dynamodb;Elasticsearch;InfluxDB;Microsoft SQL Server;RavenDB;SQLite","Amazon Web Services (AWS);Hetzner;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;Gatsby;React","Wholesale","ChatGPT;WolframAlpha","GitHub Copilot;Replit Ghostwriter;Tabnine","Independent contractor"
"5222","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","HTML/CSS;JavaScript","MongoDB;MySQL","Amazon Web Services (AWS);Firebase;Heroku;Microsoft Azure;Render;Vercel","Angular;AngularJS;Node.js;React;Vue.js","Wholesale","ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"5223","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Ada;Bash/Shell (all shells);C++;Java;JavaScript;PowerShell;R;SQL;TypeScript","Cassandra;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL","Firebase;Google Cloud","Angular;React","Advertising Services","ChatGPT;WolframAlpha","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed"
"5224","Durban Campus","Data Science","I am a developer by profession","Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ada;Apex;APL;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Flow;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;Lua;MATLAB;Nim;Objective-C;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Raku;Ruby;Rust;SAS;Scala;Solidity;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig","BigQuery;Cassandra;Clickhouse;Cloud Firestore;Cockroachdb;Cosmos DB;Couch DB;Couchbase;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;Firebird;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;RavenDB;Redis;Snowflake;Solr;SQLite;Supabase;TiDB","Amazon Web Services (AWS);Cloudflare;Colocation;Digital Ocean;Firebase;Fly.io;Google Cloud;Heroku;Hetzner;IBM Cloud Or Watson;Linode, now Akamai;Managed Hosting;Microsoft Azure;Netlify;OpenShift;OpenStack;Oracle Cloud Infrastructure (OCI);OVH;Render;Scaleway;Vercel;VMware;Vultr","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;jQuery;Laravel;Lit;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;Qwik;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Svelte;Symfony;Vue.js","Wholesale","Andi;Bing AI;ChatGPT;Google Bard AI;Metaphor;Neeva AI;Perplexity AI;Phind;Quora Poe;WolframAlpha;You.com","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed"
"5225","Nelspruit Campus","Data Science","I am a developer by profession","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Python","Dynamodb;Elasticsearch;MySQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","FastAPI;WordPress","Manufacturing, Transportation, or Supply Chain","ChatGPT","GitHub Copilot;Synk Code;Whispr AI","Employed"
"5226","Cape Town Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;HTML/CSS;JavaScript;PHP;PowerShell;SQL;Visual Basic (.Net)","MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Vercel;VMware","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery","Advertising Services","Bing AI;ChatGPT;Google Bard AI","Codeium","Employed"
"5227","Durban Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;HTML/CSS;JavaScript;SQL","Microsoft SQL Server;PostgreSQL;Redis;SQLite","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Vue.js","Other","ChatGPT","Synk Code;Tabnine","Employed"
"5228","Pretoria Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;C++;Python;Rust","Cosmos DB;Elasticsearch;InfluxDB;Neo4J;PostgreSQL;Redis;SQLite","Hetzner;Microsoft Azure","Angular;ASP.NET CORE","Healthcare","WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed"
"5229","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;HTML/CSS;JavaScript","PostgreSQL;Redis","Amazon Web Services (AWS)","Phoenix;React","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer","Employed"
"5230","Port Elizabeth Campus","Data Science","I am a developer by profession","Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","PowerShell;Python;R;SQL","IBM DB2;Microsoft SQL Server;MongoDB;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Django;Flask","Financial Services","ChatGPT;WolframAlpha","GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed"
"5231","Nelspruit Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;Python;TypeScript","Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure;Vercel;VMware","ASP.NET CORE;Blazor;Next.js;Node.js;React;Remix","Oil & Gas","ChatGPT","Adrenaline","Employed"
"5232","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;SQL","MariaDB;MongoDB;MySQL;PostgreSQL","Cloudflare","Spring Boot","Healthcare","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Independent contractor"
"5233","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;Elixir;Erlang;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL","PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Google Cloud","AngularJS;Nuxt.js;Phoenix;Ruby on Rails;Vue.js","Other","Bing AI;ChatGPT","Codeium;Tabnine","Independent contractor"
"5234","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;HTML/CSS;JavaScript;Rust;SQL","PostgreSQL","Fly.io;OpenStack","Phoenix","Higher Education","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed"
"5235","Cape Town Campus","IT","I used to be a developer by profession, but no longer am","DevOps specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PowerShell;TypeScript","Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Express;Gatsby;NestJS;Node.js;Svelte","Legal Services","Bing AI;ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"5236","Durban Campus","Computer Science","I am a developer by profession","Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL","Dynamodb;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Fly.io;Google Cloud;Managed Hosting","Node.js","Higher Education","ChatGPT","Mintlify;Tabnine","Employed"
"5237","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Python;SQL","Cloud Firestore;MariaDB;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Firebase;Heroku;Netlify;Render;Vercel","AngularJS;Django;Express;Node.js;React","Legal Services","Bing AI;ChatGPT;Google Bard AI;Quora Poe","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Not employed"
"5238","Cape Town Campus","Data Science","I am a developer by profession","Developer, mobile","Some college/university study without earning a degree","Bash/Shell (all shells);Dart;Groovy;Java;Kotlin;SQL;TypeScript","SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Node.js","Oil & Gas","ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Independent contractor"
"5239","Port Elizabeth Campus","IT","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;F#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL","Dynamodb;Elasticsearch;InfluxDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Microsoft Azure","Django;jQuery;Node.js;React;Spring Boot","Manufacturing, Transportation, or Supply Chain","ChatGPT;Google Bard AI;WolframAlpha","Mintlify","Employed"
"5240","Pretoria Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Rust;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Express;NestJS;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed"
